feedback_id,customer_id,date,rating,comment
F00302,C0308,2025-02-12,1,Product quality is not as described.
F00303,C0058,2025-03-14,2,Love the fast delivery and packaging.
F00304,C0288,2025-01-11,5,Customer service was very helpful and quick.
F00305,C0465,2025-04-10,4,Website UI is confusing to navigate.
F00306,C0105,2024-10-30,5,Love the fast delivery and packaging.
F00307,C0228,2025-04-06,4,App is very slow and keeps freezing.
F00308,C0247,2025-06-07,4,Customer service was very helpful and quick.
F00309,C0188,2025-06-28,5,Website UI is confusing to navigate.
F00310,C0494,2024-10-17,5,Very satisfied with the product and support.
F00311,C0083,2024-08-26,2,App is very slow and keeps freezing.
F00312,C0186,2025-03-27,5,Website UI is confusing to navigate.
F00313,C0252,2024-09-07,2,Product quality is not as described.
F00314,C0355,2025-07-01,2,Website UI is confusing to navigate.
F00315,C0238,2025-01-01,2,App is very slow and keeps freezing.
F00316,C0360,2024-08-19,4,Appreciate the quick refund process.
F00317,C0184,2025-05-02,4,Product quality is not as described.
F00318,C0284,2024-07-28,5,Love the fast delivery and packaging.
F00319,C0385,2024-09-03,4,App is very slow and keeps freezing.
F00320,C0426,2025-06-19,5,Appreciate the quick refund process.
F00321,C0210,2024-12-07,4,"Great shopping experience, will definitely return."
F00322,C0304,2025-01-12,1,Very satisfied with the product and support.
F00323,C0296,2024-12-07,1,Appreciate the quick refund process.
F00324,C0097,2025-01-14,5,"Great shopping experience, will definitely return."
F00325,C0447,2024-09-17,4,Disappointed with the return process.
F00326,C0460,2025-05-06,4,Customer service was very helpful and quick.
F00327,C0456,2024-07-20,2,Appreciate the quick refund process.
F00328,C0472,2025-02-25,3,I had to cancel my order due to a technical glitch.
F00329,C0208,2025-04-06,5,Very satisfied with the product and support.
F00330,C0370,2025-05-26,3,Appreciate the quick refund process.
F00331,C0388,2024-11-30,3,"Great shopping experience, will definitely return."
F00332,C0422,2025-07-09,5,I had to cancel my order due to a technical glitch.
F00333,C0492,2024-12-31,4,Very satisfied with the product and support.
F00334,C0411,2025-02-25,5,I had to cancel my order due to a technical glitch.
F00335,C0137,2025-02-20,3,Product quality is not as described.
F00336,C0367,2024-09-21,4,"Great shopping experience, will definitely return."
F00337,C0400,2025-01-02,1,Website UI is confusing to navigate.
F00338,C0184,2025-06-25,5,Product quality is not as described.
F00339,C0076,2024-07-20,5,Very satisfied with the product and support.
F00340,C0287,2025-01-19,4,Very satisfied with the product and support.
F00341,C0472,2025-03-30,1,App is very slow and keeps freezing.
F00342,C0375,2025-02-18,1,"Great shopping experience, will definitely return."
F00343,C0142,2024-11-23,4,Disappointed with the return process.
F00344,C0237,2025-06-21,2,Disappointed with the return process.
F00345,C0025,2024-11-21,5,Very satisfied with the product and support.
F00346,C0290,2024-08-15,5,Disappointed with the return process.
F00347,C0067,2025-06-22,3,Customer service was very helpful and quick.
F00348,C0250,2024-12-03,4,App is very slow and keeps freezing.
F00349,C0408,2024-08-08,3,Very satisfied with the product and support.
F00350,C0118,2024-09-19,3,Disappointed with the return process.
F00351,C0490,2024-09-03,1,"Great shopping experience, will definitely return."
F00352,C0073,2025-03-12,5,Appreciate the quick refund process.
F00353,C0282,2024-11-06,3,Website UI is confusing to navigate.
F00354,C0404,2025-04-02,1,Product quality is not as described.
F00355,C0448,2024-12-12,4,Product quality is not as described.
F00356,C0360,2025-07-04,3,Customer service was very helpful and quick.
F00357,C0010,2024-09-09,5,I had to cancel my order due to a technical glitch.
F00358,C0211,2024-08-25,3,"Great shopping experience, will definitely return."
F00359,C0323,2025-07-11,4,I had to cancel my order due to a technical glitch.
F00360,C0152,2025-05-16,3,App is very slow and keeps freezing.
F00361,C0005,2025-03-29,5,Website UI is confusing to navigate.
F00362,C0195,2024-09-27,1,App is very slow and keeps freezing.
F00363,C0442,2025-03-16,5,Very satisfied with the product and support.
F00364,C0283,2024-11-14,1,"Great shopping experience, will definitely return."
F00365,C0464,2024-11-03,2,Very satisfied with the product and support.
F00366,C0113,2025-04-15,5,Love the fast delivery and packaging.
F00367,C0271,2025-05-16,5,Disappointed with the return process.
F00368,C0163,2025-05-14,4,Product quality is not as described.
F00369,C0460,2024-08-14,3,Appreciate the quick refund process.
F00370,C0105,2024-11-27,1,Very satisfied with the product and support.
F00371,C0181,2025-03-04,1,I had to cancel my order due to a technical glitch.
F00372,C0044,2025-05-19,4,Love the fast delivery and packaging.
F00373,C0282,2025-01-21,4,Product quality is not as described.
F00374,C0175,2024-07-19,3,Very satisfied with the product and support.
F00375,C0162,2025-03-11,3,Love the fast delivery and packaging.
F00376,C0471,2025-06-24,5,Love the fast delivery and packaging.
F00377,C0351,2025-02-27,2,"Great shopping experience, will definitely return."
F00378,C0434,2024-12-22,3,App is very slow and keeps freezing.
F00379,C0340,2024-09-16,4,Love the fast delivery and packaging.
F00380,C0140,2024-12-01,3,Customer service was very helpful and quick.
F00381,C0471,2025-06-08,1,App is very slow and keeps freezing.
F00382,C0132,2024-10-19,2,Product quality is not as described.
F00383,C0087,2024-09-25,5,Product quality is not as described.
F00384,C0176,2025-01-28,1,Product quality is not as described.
F00385,C0183,2024-10-29,1,Product quality is not as described.
F00386,C0368,2025-01-31,2,Customer service was very helpful and quick.
F00387,C0129,2025-06-29,5,Very satisfied with the product and support.
F00388,C0246,2025-07-03,4,Website UI is confusing to navigate.
F00389,C0089,2024-07-22,5,Love the fast delivery and packaging.
F00390,C0066,2025-01-19,3,Product quality is not as described.
F00391,C0158,2024-11-13,1,App is very slow and keeps freezing.
F00392,C0387,2025-06-29,3,App is very slow and keeps freezing.
F00393,C0378,2024-09-15,4,Love the fast delivery and packaging.
F00394,C0149,2024-08-02,3,Very satisfied with the product and support.
F00395,C0473,2025-03-22,5,Appreciate the quick refund process.
F00396,C0340,2024-10-13,3,Appreciate the quick refund process.
F00397,C0433,2025-04-11,4,Website UI is confusing to navigate.
F00398,C0116,2024-11-09,4,Very satisfied with the product and support.
F00399,C0214,2024-10-23,4,Love the fast delivery and packaging.
F00400,C0469,2025-01-03,5,Appreciate the quick refund process.
F00401,C0446,2024-12-28,4,Appreciate the quick refund process.
F00402,C0481,2024-11-21,1,Appreciate the quick refund process.
F00403,C0372,2024-07-28,4,I had to cancel my order due to a technical glitch.
F00404,C0294,2024-10-26,3,Customer service was very helpful and quick.
F00405,C0253,2025-04-30,3,Love the fast delivery and packaging.
F00406,C0143,2025-05-04,3,Disappointed with the return process.
F00407,C0250,2025-03-25,5,"Great shopping experience, will definitely return."
F00408,C0366,2025-01-06,3,"Great shopping experience, will definitely return."
F00409,C0436,2025-03-26,5,Very satisfied with the product and support.
F00410,C0463,2024-08-13,5,Love the fast delivery and packaging.
F00411,C0302,2024-11-19,4,Love the fast delivery and packaging.
F00412,C0025,2025-02-12,1,"Great shopping experience, will definitely return."
F00413,C0277,2024-07-25,4,Website UI is confusing to navigate.
F00414,C0472,2024-09-01,4,"Great shopping experience, will definitely return."
F00415,C0377,2025-06-16,5,Love the fast delivery and packaging.
F00416,C0378,2025-07-07,5,Appreciate the quick refund process.
F00417,C0389,2025-03-12,3,Website UI is confusing to navigate.
F00418,C0070,2024-07-17,3,Product quality is not as described.
F00419,C0113,2025-04-24,4,Disappointed with the return process.
F00420,C0363,2025-02-20,2,I had to cancel my order due to a technical glitch.
F00421,C0112,2024-07-20,2,Customer service was very helpful and quick.
F00422,C0364,2024-11-07,3,Product quality is not as described.
F00423,C0303,2024-12-07,2,App is very slow and keeps freezing.
F00424,C0471,2024-09-28,3,"Great shopping experience, will definitely return."
F00425,C0452,2025-06-29,5,Disappointed with the return process.
F00426,C0091,2025-01-11,4,"Great shopping experience, will definitely return."
F00427,C0018,2024-12-07,1,"Great shopping experience, will definitely return."
F00428,C0149,2024-12-10,4,Product quality is not as described.
F00429,C0476,2024-07-26,3,Appreciate the quick refund process.
F00430,C0227,2025-04-09,3,Appreciate the quick refund process.
F00431,C0214,2025-03-30,4,I had to cancel my order due to a technical glitch.
F00432,C0360,2024-10-25,3,Website UI is confusing to navigate.
F00433,C0151,2025-04-09,2,"Great shopping experience, will definitely return."
F00434,C0192,2024-12-05,2,Very satisfied with the product and support.
F00435,C0451,2024-11-20,3,Appreciate the quick refund process.
F00436,C0040,2024-12-02,3,Love the fast delivery and packaging.
F00437,C0242,2025-05-20,2,Disappointed with the return process.
F00438,C0138,2025-01-28,3,Very satisfied with the product and support.
F00439,C0345,2025-06-09,3,Product quality is not as described.
F00440,C0180,2025-05-13,4,Product quality is not as described.
F00441,C0497,2024-12-24,1,I had to cancel my order due to a technical glitch.
F00442,C0200,2024-12-18,2,I had to cancel my order due to a technical glitch.
F00443,C0203,2025-04-13,4,Website UI is confusing to navigate.
F00444,C0061,2024-11-22,1,Love the fast delivery and packaging.
F00445,C0192,2024-09-02,3,Disappointed with the return process.
F00446,C0005,2024-11-24,3,Love the fast delivery and packaging.
F00447,C0378,2025-04-18,4,App is very slow and keeps freezing.
F00448,C0237,2024-10-22,3,I had to cancel my order due to a technical glitch.
F00449,C0181,2025-02-12,5,Website UI is confusing to navigate.
F00450,C0311,2024-09-25,4,Customer service was very helpful and quick.
F00451,C0037,2025-01-18,1,"Great shopping experience, will definitely return."
F00452,C0056,2024-10-30,4,"Great shopping experience, will definitely return."
F00453,C0443,2024-10-24,2,Customer service was very helpful and quick.
F00454,C0237,2024-08-14,4,Appreciate the quick refund process.
F00455,C0358,2025-07-02,3,Love the fast delivery and packaging.
F00456,C0349,2025-01-03,3,Customer service was very helpful and quick.
F00457,C0197,2025-07-04,5,Website UI is confusing to navigate.
F00458,C0073,2025-03-30,5,Disappointed with the return process.
F00459,C0059,2024-08-14,5,Customer service was very helpful and quick.
F00460,C0240,2025-05-21,1,Website UI is confusing to navigate.
F00461,C0002,2025-03-28,5,I had to cancel my order due to a technical glitch.
F00462,C0449,2025-07-02,1,Very satisfied with the product and support.
F00463,C0360,2024-11-13,5,Product quality is not as described.
F00464,C0188,2025-06-12,1,Product quality is not as described.
F00465,C0307,2025-01-26,4,App is very slow and keeps freezing.
F00466,C0030,2025-06-25,4,Love the fast delivery and packaging.
F00467,C0267,2024-08-26,3,Disappointed with the return process.
F00468,C0476,2024-07-21,1,Very satisfied with the product and support.
F00469,C0108,2025-05-23,2,Very satisfied with the product and support.
F00470,C0332,2024-08-31,3,I had to cancel my order due to a technical glitch.
F00471,C0423,2025-05-22,4,Customer service was very helpful and quick.
F00472,C0090,2025-05-04,1,Love the fast delivery and packaging.
F00473,C0205,2024-08-23,5,"Great shopping experience, will definitely return."
F00474,C0379,2024-10-15,2,Very satisfied with the product and support.
F00475,C0456,2024-08-10,4,Website UI is confusing to navigate.
F00476,C0447,2024-09-19,3,"Great shopping experience, will definitely return."
F00477,C0448,2024-12-05,1,App is very slow and keeps freezing.
F00478,C0445,2024-08-07,2,Customer service was very helpful and quick.
F00479,C0381,2024-09-10,1,Customer service was very helpful and quick.
F00480,C0438,2025-02-20,5,Disappointed with the return process.
F00481,C0220,2025-05-20,3,Very satisfied with the product and support.
F00482,C0378,2024-10-13,1,I had to cancel my order due to a technical glitch.
F00483,C0094,2025-05-11,4,Appreciate the quick refund process.
F00484,C0457,2024-08-15,3,Appreciate the quick refund process.
F00485,C0103,2025-06-13,4,Product quality is not as described.
F00486,C0223,2024-08-11,1,Website UI is confusing to navigate.
F00487,C0186,2024-07-16,3,"Great shopping experience, will definitely return."
F00488,C0469,2025-04-19,4,App is very slow and keeps freezing.
F00489,C0184,2024-07-18,5,Product quality is not as described.
F00490,C0495,2025-04-25,5,Customer service was very helpful and quick.
F00491,C0162,2025-05-22,1,"Great shopping experience, will definitely return."
F00492,C0247,2024-11-22,3,Love the fast delivery and packaging.
F00493,C0031,2025-06-15,2,Very satisfied with the product and support.
F00494,C0052,2025-06-30,3,App is very slow and keeps freezing.
F00495,C0345,2025-03-09,5,Love the fast delivery and packaging.
F00496,C0076,2024-08-09,4,I had to cancel my order due to a technical glitch.
F00497,C0385,2024-09-11,2,Very satisfied with the product and support.
F00498,C0439,2025-02-24,1,"Great shopping experience, will definitely return."
F00499,C0278,2025-03-13,2,Very satisfied with the product and support.
F00500,C0040,2025-06-16,1,Product quality is not as described.
F00501,C0101,2025-01-07,2,Disappointed with the return process.
F00502,C0111,2025-03-15,1,Product quality is not as described.
F00503,C0385,2025-06-17,1,I had to cancel my order due to a technical glitch.
F00504,C0321,2024-11-18,2,Website UI is confusing to navigate.
F00505,C0249,2025-05-14,2,Love the fast delivery and packaging.
F00506,C0191,2025-03-28,1,Product quality is not as described.
F00507,C0490,2024-08-23,5,Disappointed with the return process.
F00508,C0182,2025-03-07,2,Website UI is confusing to navigate.
F00509,C0426,2024-08-29,3,Product quality is not as described.
F00510,C0405,2024-08-03,4,Customer service was very helpful and quick.
F00511,C0335,2025-04-12,1,Disappointed with the return process.
F00512,C0209,2024-09-04,1,Love the fast delivery and packaging.
F00513,C0022,2024-09-28,4,App is very slow and keeps freezing.
F00514,C0166,2025-07-04,5,Appreciate the quick refund process.
F00515,C0099,2025-04-28,4,Website UI is confusing to navigate.
F00516,C0493,2025-07-07,2,Customer service was very helpful and quick.
F00517,C0208,2024-08-13,4,App is very slow and keeps freezing.
F00518,C0008,2024-09-23,1,"Great shopping experience, will definitely return."
F00519,C0190,2024-08-17,4,Disappointed with the return process.
F00520,C0175,2025-04-17,3,Customer service was very helpful and quick.
F00521,C0273,2024-08-17,2,Very satisfied with the product and support.
F00522,C0017,2024-07-14,4,"Great shopping experience, will definitely return."
F00523,C0090,2024-12-28,1,"Great shopping experience, will definitely return."
F00524,C0141,2025-05-16,2,Website UI is confusing to navigate.
F00525,C0145,2025-04-05,1,Disappointed with the return process.
F00526,C0166,2024-10-11,5,Customer service was very helpful and quick.
F00527,C0337,2024-10-02,3,I had to cancel my order due to a technical glitch.
F00528,C0496,2024-08-01,5,Customer service was very helpful and quick.
F00529,C0078,2025-04-17,3,Product quality is not as described.
F00530,C0429,2024-08-12,4,"Great shopping experience, will definitely return."
F00531,C0262,2024-12-10,2,Love the fast delivery and packaging.
F00532,C0163,2024-11-14,4,"Great shopping experience, will definitely return."
F00533,C0366,2025-03-12,3,"Great shopping experience, will definitely return."
F00534,C0014,2025-02-03,3,Appreciate the quick refund process.
F00535,C0239,2024-09-25,3,Very satisfied with the product and support.
F00536,C0072,2025-01-13,1,I had to cancel my order due to a technical glitch.
F00537,C0445,2025-05-26,2,App is very slow and keeps freezing.
F00538,C0143,2024-09-27,4,App is very slow and keeps freezing.
F00539,C0310,2025-04-14,4,Very satisfied with the product and support.
F00540,C0283,2025-01-21,5,"Great shopping experience, will definitely return."
F00541,C0269,2025-03-05,3,App is very slow and keeps freezing.
F00542,C0241,2025-04-13,3,Disappointed with the return process.
F00543,C0415,2024-09-23,3,I had to cancel my order due to a technical glitch.
F00544,C0245,2025-01-11,4,App is very slow and keeps freezing.
F00545,C0163,2024-11-01,5,Very satisfied with the product and support.
F00546,C0060,2025-04-23,1,Product quality is not as described.
F00547,C0006,2025-04-01,2,App is very slow and keeps freezing.
F00548,C0197,2025-02-27,1,I had to cancel my order due to a technical glitch.
F00549,C0470,2025-06-13,4,Website UI is confusing to navigate.
F00550,C0058,2025-06-12,3,Website UI is confusing to navigate.
F00551,C0305,2024-08-05,2,Disappointed with the return process.
F00552,C0407,2024-12-31,4,Customer service was very helpful and quick.
F00553,C0217,2024-09-22,4,Customer service was very helpful and quick.
F00554,C0418,2025-01-26,4,App is very slow and keeps freezing.
F00555,C0026,2024-07-15,2,Love the fast delivery and packaging.
F00556,C0303,2024-08-12,2,Product quality is not as described.
F00557,C0005,2024-09-19,5,Very satisfied with the product and support.
F00558,C0474,2024-09-27,5,Product quality is not as described.
F00559,C0020,2024-10-23,1,Website UI is confusing to navigate.
F00560,C0390,2024-09-06,2,App is very slow and keeps freezing.
F00561,C0198,2025-06-19,2,I had to cancel my order due to a technical glitch.
F00562,C0059,2025-02-08,2,Very satisfied with the product and support.
F00563,C0448,2025-02-21,5,Product quality is not as described.
F00564,C0242,2024-09-24,4,I had to cancel my order due to a technical glitch.
F00565,C0146,2025-04-10,3,Very satisfied with the product and support.
F00566,C0388,2024-08-30,5,Product quality is not as described.
F00567,C0273,2025-04-11,2,Disappointed with the return process.
F00568,C0249,2025-05-04,5,Website UI is confusing to navigate.
F00569,C0014,2024-08-11,1,"Great shopping experience, will definitely return."
F00570,C0462,2024-09-24,2,Very satisfied with the product and support.
F00571,C0013,2024-09-23,1,Website UI is confusing to navigate.
F00572,C0391,2025-06-07,2,Appreciate the quick refund process.
F00573,C0384,2024-11-14,5,Love the fast delivery and packaging.
F00574,C0044,2025-05-02,4,App is very slow and keeps freezing.
F00575,C0375,2024-10-09,3,Appreciate the quick refund process.
F00576,C0399,2024-09-14,1,I had to cancel my order due to a technical glitch.
F00577,C0019,2024-12-13,5,Very satisfied with the product and support.
F00578,C0063,2025-03-16,4,App is very slow and keeps freezing.
F00579,C0491,2025-06-02,5,App is very slow and keeps freezing.
F00580,C0239,2025-02-28,1,Appreciate the quick refund process.
F00581,C0492,2024-11-05,3,Appreciate the quick refund process.
F00582,C0419,2025-03-03,5,"Great shopping experience, will definitely return."
F00583,C0337,2024-12-20,2,Product quality is not as described.
F00584,C0419,2025-01-25,4,Very satisfied with the product and support.
F00585,C0403,2025-03-18,5,Website UI is confusing to navigate.
F00586,C0404,2024-10-31,4,Customer service was very helpful and quick.
F00587,C0100,2024-10-05,2,Very satisfied with the product and support.
F00588,C0163,2024-12-25,3,Very satisfied with the product and support.
F00589,C0416,2024-10-18,3,Very satisfied with the product and support.
F00590,C0122,2025-05-29,2,App is very slow and keeps freezing.
F00591,C0432,2024-11-23,4,I had to cancel my order due to a technical glitch.
F00592,C0044,2025-04-24,5,App is very slow and keeps freezing.
F00593,C0360,2024-10-14,2,I had to cancel my order due to a technical glitch.
F00594,C0408,2025-02-04,1,Appreciate the quick refund process.
F00595,C0317,2024-07-15,4,Customer service was very helpful and quick.
F00596,C0381,2025-03-24,3,App is very slow and keeps freezing.
F00597,C0145,2025-06-23,2,I had to cancel my order due to a technical glitch.
F00598,C0327,2025-04-04,3,App is very slow and keeps freezing.
F00599,C0363,2024-10-18,4,Love the fast delivery and packaging.
F00600,C0050,2024-10-30,3,App is very slow and keeps freezing.
